language_1;language_2;proximity;year
Cython;Jupyter Notebook;0.4482758620689655;2023
D;Erlang;0.8823529411764706;2023
D;Twig;0.5882352941176471;2023
DIGITAL Command Language;Inno Setup;0.9411764705882352;2023
DIGITAL Command Language;LLVM;0.8125;2023
DIGITAL Command Language;XS;0.8125;2023
DTrace;PostScript;0.7692307692307693;2023
Dart;Objective-C;0.8793103448275862;2023
Dart;Procfile;0.4561403508771929;2023
Dockerfile;Makefile;0.7288135593220338;2023
Dockerfile;Shell;0.6521739130434783;2023
EJS;Solidity;0.4827586206896552;2023
Elixir;Forth;0.6956521739130435;2023
Elixir;GDScript;0.7272727272727273;2023
Elixir;Prolog;0.7727272727272727;2023
Emacs Lisp;M4;0.8666666666666667;2023
Emacs Lisp;Yacc;0.8888888888888888;2023
F#;VBScript;0.75;2023
Fortran;Julia;0.8095238095238095;2023
Fortran;R;0.782608695652174;2023
Fortran;Scheme;0.8571428571428571;2023
FreeMarker;Pawn;0.8947368421052632;2023
FreeMarker;QML;0.8421052631578947;2023
G-code;Haml;0.8571428571428571;2023
GAP;Meson;0.8076923076923077;2023
GDB;NSIS;0.9047619047619048;2023
GDB;SourcePawn;0.9523809523809524;2023
GDB;sed;0.8695652173913043;2023
GLSL;Gherkin;0.6666666666666666;2023
GLSL;Lua;0.8205128205128205;2023
GLSL;PLpgSQL;0.7777777777777778;2023
Game Maker Language;IDL;0.5;2023
Game Maker Language;Portugol;0.5;2023
Game Maker Language;SQLPL;0.5;2023
Gherkin;TSQL;0.6470588235294118;2023
Go;Rust;0.7948717948717948;2023
Groovy;HCL;0.7241379310344828;2023
Groovy;Handlebars;0.6206896551724138;2023
Groovy;M4;0.8666666666666667;2023
HLSL;Lua;0.627906976744186;2023
HLSL;ShaderLab;0.9302325581395348;2023
Haskell;Prolog;0.7916666666666666;2023
Haskell;Scheme;0.8333333333333334;2023
IDL;NCL;1.0;2023
Inno Setup;Pawn;0.8888888888888888;2023
Java;SCSS;0.5824175824175825;2023
Jinja;M4;0.8666666666666667;2023
Jinja;Nix;0.7096774193548387;2023
Kotlin;Objective-C;0.7857142857142857;2023
Kotlin;PHP;0.5918367346938775;2023
LLVM;PostScript;0.7857142857142857;2023
LLVM;Stylus;0.6428571428571429;2023
LLVM;Thrift;0.6428571428571429;2023
Less;Vue;0.392156862745098;2023
Lex;Yacc;0.9230769230769232;2023
Lua;Perl;0.8461538461538461;2023
Lua;PowerShell;0.717948717948718;2023
Lua;Rust;0.9230769230769232;2023
M4;MATLAB;0.7428571428571429;2023
M4;Svelte;0.8;2023
M4;TeX;0.8666666666666667;2023
M4;Vim Script;0.9;2023
Mako;Sass;0.6538461538461539;2023
Mathematica;Pug;0.6;2023
Mathematica;Sass;0.7777777777777778;2023
Mathematica;Tcl;0.7857142857142857;2023
Meson;Smalltalk;0.75;2023
NASL;Pawn;0.8947368421052632;2023
NASL;SourcePawn;0.95;2023
NSIS;Raku;0.8571428571428571;2023
NSIS;VHDL;0.8571428571428571;2023
Nunjucks;Processing;0.7142857142857143;2023
Nunjucks;Standard ML;0.7857142857142857;2023
Objective-C;Swift;0.9152542372881356;2023
Objective-C++;Starlark;0.6774193548387096;2023
OpenSCAD;Rebol;0.7142857142857143;2023
PHP;SCSS;0.7551020408163265;2023
PLSQL;sed;0.8695652173913043;2023
Pawn;VBScript;0.8;2023
Perl;Roff;0.9117647058823528;2023
PureBasic;SmPL;0.7;2023
Python;Shell;0.6956521739130435;2023
Roff;Smarty;0.9090909090909092;2023
SCSS;TypeScript;0.7419354838709677;2023
SmPL;SourcePawn;0.9;2023
Smarty;Vim Script;0.90625;2023
Smarty;XSLT;0.84375;2023
VBScript;Visual Basic .NET;0.7;2023
Verilog;sed;0.7391304347826086;2023
Factor;Nemerle;1.0;2023
AppleScript;DIGITAL Command Language;0.9375;2023
HTML;JavaScript;0.91869918699187;2023
GDB;NASL;0.9047619047619048;2023
NASL;SmPL;0.8947368421052632;2023
Inno Setup;SWIG;0.8823529411764706;2023
D;Inno Setup;0.8823529411764706;2023
Gnuplot;Inno Setup;0.8823529411764706;2023
Gnuplot;SWIG;0.8823529411764706;2023
D;Gnuplot;0.8823529411764706;2023
Roff;Vim Script;0.8787878787878788;2023
M4;Roff;0.8787878787878788;2023
AppleScript;Erlang;0.875;2023
Erlang;Gnuplot;0.875;2023
M4;Smarty;0.875;2023
DIGITAL Command Language;Gnuplot;0.875;2023
NSIS;sed;0.8695652173913043;2023
TeX;Vim Script;0.8666666666666667;2023
M4;Mustache;0.8666666666666667;2023
M4;Yacc;0.8666666666666667;2023
M4;Tcl;0.8666666666666667;2023
Awk;Jinja;0.8620689655172413;2023
Mustache;Tcl;0.8620689655172413;2023
Groovy;Mustache;0.8620689655172413;2023
Jinja;Mustache;0.8620689655172413;2023
Mustache;Scala;0.8620689655172413;2023
Emacs Lisp;TeX;0.8620689655172413;2023
Awk;Yacc;0.8620689655172413;2023
Groovy;Jinja;0.8620689655172413;2023
Awk;Emacs Lisp;0.8620689655172413;2023
Jinja;Scala;0.8571428571428571;2023
Meson;Tcl;0.8571428571428571;2023
NSIS;SourcePawn;0.8571428571428571;2023
NASL;NSIS;0.8571428571428571;2023
Scala;Tcl;0.8571428571428571;2023
GDB;SmPL;0.8571428571428571;2023
M4;Perl;0.8529411764705882;2023
Perl;Smarty;0.8529411764705882;2023
Emacs Lisp;Lex;0.8518518518518519;2023
Emacs Lisp;Scala;0.8518518518518519;2023
Pawn;SourcePawn;0.85;2023
Roff;TeX;0.8484848484848485;2023
Dart;Swift;0.847457627118644;2023
Meson;sed;0.8461538461538461;2023
Meson;Scala;0.8461538461538461;2023
Lex;Scala;0.8461538461538461;2023
Scala;Yacc;0.8461538461538461;2023
Groovy;Smarty;0.84375;2023
Pawn;SmPL;0.8421052631578947;2023
FreeMarker;NASL;0.8421052631578947;2023
Pawn;QML;0.8421052631578947;2023
Inno Setup;NASL;0.8421052631578947;2023
NASL;QML;0.8421052631578947;2023
Lex;sed;0.84;2023
Mustache;XSLT;0.8387096774193549;2023
M4;XSLT;0.8387096774193549;2023
Vim Script;XSLT;0.8387096774193549;2023
AppleScript;Pawn;0.8333333333333334;2023
Awk;Vim Script;0.8333333333333334;2023
M4;Scala;0.8333333333333334;2023
Pawn;SWIG;0.8333333333333334;2023
Jinja;Vim Script;0.8333333333333334;2023
Batchfile;Rust;0.8333333333333334;2023
Gnuplot;Pawn;0.8333333333333334;2023
DIGITAL Command Language;Pawn;0.8333333333333334;2023
Clojure;Raku;0.8333333333333334;2023
Groovy;Vim Script;0.8333333333333334;2023
Emacs Lisp;Vim Script;0.8333333333333334;2023
Lex;M4;0.8333333333333334;2023
Awk;TeX;0.8275862068965517;2023
Awk;Lex;0.8275862068965517;2023
Awk;Groovy;0.8275862068965517;2023
Raku;sed;0.8260869565217391;2023
ANTLR;sed;0.8260869565217391;2023
SourcePawn;sed;0.8260869565217391;2023
NSIS;PLSQL;0.8260869565217391;2023
ANTLR;Raku;0.8260869565217391;2023
DIGITAL Command Language;SWIG;0.8235294117647058;2023
Perl;TeX;0.8235294117647058;2023
Perl;Vim Script;0.8235294117647058;2023
D;SWIG;0.8235294117647058;2023
D;DIGITAL Command Language;0.8235294117647058;2023
Erlang;Inno Setup;0.8235294117647058;2023
Emacs Lisp;Jinja;0.8214285714285714;2023
Tcl;Yacc;0.8214285714285714;2023
Jinja;Tcl;0.8214285714285714;2023
Emacs Lisp;Tcl;0.8214285714285714;2023
Tcl;sed;0.8214285714285714;2023
Lex;Tcl;0.8214285714285714;2023
Lua;Roff;0.8205128205128205;2023
Perl;Rust;0.8205128205128205;2023
Awk;Roff;0.8181818181818182;2023
Emacs Lisp;Roff;0.8181818181818182;2023
Emacs Lisp;Meson;0.8148148148148148;2023
LLVM;XS;0.8125;2023
DIGITAL Command Language;Erlang;0.8125;2023
AutoHotkey;Gnuplot;0.8125;2023
Jinja;Smarty;0.8125;2023
Erlang;Standard ML;0.8125;2023
AutoHotkey;DIGITAL Command Language;0.8125;2023
Erlang;OCaml;0.8125;2023
Mustache;Smarty;0.8125;2023
Awk;Smarty;0.8125;2023
Emacs Lisp;Smarty;0.8125;2023
Smarty;TeX;0.8125;2023
Gnuplot;Standard ML;0.8125;2023
Raku;SourcePawn;0.8095238095238095;2023
Cuda;GDB;0.8095238095238095;2023
GDB;Raku;0.8095238095238095;2023
GDB;Pawn;0.8095238095238095;2023
Julia;Scheme;0.8095238095238095;2023
Cuda;NSIS;0.8095238095238095;2023
Raku;VHDL;0.8095238095238095;2023
NSIS;SmPL;0.8095238095238095;2023
NSIS;Scheme;0.8095238095238095;2023
NSIS;Pawn;0.8095238095238095;2023
NASL;Raku;0.8095238095238095;2023
Common Lisp;Raku;0.8095238095238095;2023
Meson;NSIS;0.8076923076923077;2023
Yacc;sed;0.8076923076923077;2023
Meson;Yacc;0.8076923076923077;2023
Lex;Meson;0.8076923076923077;2023
ANTLR;Meson;0.8076923076923077;2023
GDB;Meson;0.8076923076923077;2023
Groovy;XSLT;0.8064516129032258;2023
TeX;XSLT;0.8064516129032258;2023
Jinja;XSLT;0.8064516129032258;2023
GLSL;M4;0.8055555555555556;2023
GLSL;Roff;0.8055555555555556;2023
Mustache;Vim Script;0.8;2023
QML;SourcePawn;0.8;2023
M4;Meson;0.8;2023
Clojure;Lex;0.8;2023
SourcePawn;VBScript;0.8;2023
FreeMarker;SourcePawn;0.8;2023
Inno Setup;SourcePawn;0.8;2023
Makefile;Rust;0.7954545454545454;2023
Roff;Rust;0.7948717948717948;2023
Lua;Smarty;0.7948717948717948;2023
Awk;Perl;0.7941176470588235;2023
Perl;XSLT;0.7941176470588235;2023
Emacs Lisp;Perl;0.7941176470588235;2023
Jinja;TeX;0.7931034482758621;2023
Meson;Pascal;0.7931034482758621;2023
TeX;Yacc;0.7931034482758621;2023
Groovy;TeX;0.7931034482758621;2023
Awk;Svelte;0.7931034482758621;2023
Mustache;Svelte;0.7931034482758621;2023
Emacs Lisp;Groovy;0.7931034482758621;2023
Groovy;Scala;0.7931034482758621;2023
Awk;Clojure;0.7931034482758621;2023
Pascal;Tcl;0.7931034482758621;2023
Awk;GAP;0.7931034482758621;2023
Emacs Lisp;Mustache;0.7931034482758621;2023
Mustache;Yacc;0.7931034482758621;2023
Awk;sed;0.7931034482758621;2023
Tcl;TeX;0.7931034482758621;2023
Clojure;GDB;0.7916666666666666;2023
Clojure;PLSQL;0.7916666666666666;2023
Clojure;NSIS;0.7916666666666666;2023
FreeMarker;Inno Setup;0.7894736842105263;2023
FreeMarker;SmPL;0.7894736842105263;2023
DIGITAL Command Language;NASL;0.7894736842105263;2023
AppleScript;NASL;0.7894736842105263;2023
SWIG;SmPL;0.7894736842105263;2023
D;NASL;0.7894736842105263;2023
AppleScript;SmPL;0.7894736842105263;2023
D;QML;0.7894736842105263;2023
Gnuplot;NASL;0.7894736842105263;2023
Gnuplot;QML;0.7894736842105263;2023
Gnuplot;SmPL;0.7894736842105263;2023
NASL;SWIG;0.7894736842105263;2023
FreeMarker;SWIG;0.7894736842105263;2023
Common Lisp;SWIG;0.7894736842105263;2023
Inno Setup;QML;0.7894736842105263;2023
Common Lisp;D;0.7894736842105263;2023
Inno Setup;SmPL;0.7894736842105263;2023
Common Lisp;NASL;0.7894736842105263;2023
Jinja;Roff;0.7878787878787878;2023
Groovy;Roff;0.7878787878787878;2023
Roff;XSLT;0.7878787878787878;2023
QMake;sed;0.7857142857142857;2023
ANTLR;Tcl;0.7857142857142857;2023
AutoHotkey;Standard ML;0.7857142857142857;2023
Clojure;Tcl;0.7857142857142857;2023
QMake;Tcl;0.7857142857142857;2023
OCaml;Standard ML;0.7857142857142857;2023
PLSQL;Tcl;0.7857142857142857;2023
Jinja;Meson;0.7857142857142857;2023
Kotlin;Swift;0.7857142857142857;2023
Batchfile;Perl;0.7857142857142857;2023
LLVM;Vim Snippet;0.7857142857142857;2023
Meson;QMake;0.7857142857142857;2023
Jinja;Yacc;0.7857142857142857;2023
ANTLR;NASL;0.782608695652174;2023
ANTLR;GDB;0.782608695652174;2023
ANTLR;VHDL;0.782608695652174;2023
PLSQL;Raku;0.782608695652174;2023
ANTLR;SourcePawn;0.782608695652174;2023
NASL;sed;0.782608695652174;2023
VHDL;sed;0.782608695652174;2023
ANTLR;PLSQL;0.782608695652174;2023
SmPL;sed;0.782608695652174;2023
PLSQL;VHDL;0.782608695652174;2023
GDB;PLSQL;0.782608695652174;2023
PLSQL;SourcePawn;0.782608695652174;2023
Scala;Smarty;0.78125;2023
Pawn;XS;0.7777777777777778;2023
Mathematica;Meson;0.7777777777777778;2023
LLVM;Pawn;0.7777777777777778;2023
D;Pawn;0.7777777777777778;2023
Emacs Lisp;sed;0.7777777777777778;2023
GLSL;Smarty;0.7777777777777778;2023
GLSL;Vim Script;0.7777777777777778;2023
GLSL;XSLT;0.7777777777777778;2023
Awk;GLSL;0.7777777777777778;2023
GLSL;Perl;0.7777777777777778;2023
Emacs Lisp;XSLT;0.7741935483870968;2023
Awk;XSLT;0.7741935483870968;2023
Lua;Makefile;0.7727272727272727;2023
Makefile;Perl;0.7727272727272727;2023
PLpgSQL;Smarty;0.7714285714285715;2023
Groovy;PLpgSQL;0.7714285714285715;2023
Cuda;Meson;0.7692307692307693;2023
Go;Lua;0.7692307692307693;2023
GAP;Scala;0.7692307692307693;2023
Meson;Raku;0.7692307692307693;2023
Lua;Vim Script;0.7692307692307693;2023
GLSL;Rust;0.7692307692307693;2023
Meson;SourcePawn;0.7692307692307693;2023
GAP;Yacc;0.7692307692307693;2023
Scala;sed;0.7692307692307693;2023
AutoHotkey;PostScript;0.7692307692307693;2023
ANTLR;Scala;0.7692307692307693;2023
Rust;Smarty;0.7692307692307693;2023
ANTLR;Yacc;0.7692307692307693;2023
Lua;M4;0.7692307692307693;2023
Clojure;Yacc;0.7692307692307693;2023
Haskell;Scala;0.7692307692307693;2023
Meson;PLSQL;0.7692307692307693;2023
Svelte;Vim Script;0.7666666666666667;2023
Tcl;Vim Script;0.7666666666666667;2023
Scala;Vim Script;0.7666666666666667;2023
M4;sed;0.7666666666666667;2023
Vim Script;Yacc;0.7666666666666667;2023
D;Standard ML;0.7647058823529411;2023
AutoHotkey;Inno Setup;0.7647058823529411;2023
Erlang;SWIG;0.7647058823529411;2023
Inno Setup;XS;0.7647058823529411;2023
Inno Setup;PostScript;0.7647058823529411;2023
AutoHotkey;D;0.7647058823529411;2023
Inno Setup;Standard ML;0.7647058823529411;2023
Perl;Yacc;0.7647058823529411;2023
Inno Setup;LLVM;0.7647058823529411;2023
AppleScript;NSIS;0.7619047619047619;2023
Raku;SWIG;0.7619047619047619;2023
NASL;VHDL;0.7619047619047619;2023
SmPL;VHDL;0.7619047619047619;2023
Cuda;Fortran;0.7619047619047619;2023
Cuda;Raku;0.7619047619047619;2023
Cuda;SourcePawn;0.7619047619047619;2023
FreeMarker;GDB;0.7619047619047619;2023
FreeMarker;NSIS;0.7619047619047619;2023
Gnuplot;NSIS;0.7619047619047619;2023
SWIG;VHDL;0.7619047619047619;2023
D;NSIS;0.7619047619047619;2023
GDB;Inno Setup;0.7619047619047619;2023
GDB;QML;0.7619047619047619;2023
Pawn;VHDL;0.7619047619047619;2023
GDB;Scheme;0.7619047619047619;2023
Julia;NSIS;0.7619047619047619;2023
Common Lisp;VHDL;0.7619047619047619;2023
GDB;VBScript;0.7619047619047619;2023
GDB;VHDL;0.7619047619047619;2023
FreeMarker;Raku;0.7619047619047619;2023
Inno Setup;NSIS;0.7619047619047619;2023
Pawn;Raku;0.7619047619047619;2023
Raku;SmPL;0.7619047619047619;2023
NSIS;SWIG;0.7619047619047619;2023
SourcePawn;VHDL;0.7619047619047619;2023
NSIS;QML;0.7619047619047619;2023
D;Raku;0.7619047619047619;2023
Fortran;NSIS;0.7619047619047619;2023
Cuda;Lex;0.76;2023
Haskell;Lex;0.76;2023
ANTLR;Lex;0.76;2023
Awk;Haskell;0.7586206896551724;2023
Lex;TeX;0.7586206896551724;2023
Meson;TeX;0.7586206896551724;2023
Haskell;Svelte;0.7586206896551724;2023
Mustache;TeX;0.7586206896551724;2023
Svelte;Tcl;0.7586206896551724;2023
Groovy;Yacc;0.7586206896551724;2023
Pascal;QMake;0.7586206896551724;2023
Groovy;Tcl;0.7586206896551724;2023
ANTLR;Awk;0.7586206896551724;2023
